ID,源实体ID,目标实体ID,关系类型,强度,描述,跨域,置信度
resource_role_relation_252,detailed_38,detailed_2,依赖,0.6,学徒候选人依赖链籍指标进行工作,False,0.7
resource_role_relation_253,detailed_39,detailed_2,依赖,0.6,贸易商依赖链籍指标进行工作,False,0.7
resource_role_relation_254,detailed_52,detailed_2,依赖,0.6,军镇都尉依赖链籍指标进行工作,False,0.7
resource_role_relation_255,detailed_53,detailed_2,依赖,0.6,断链祭司依赖链籍指标进行工作,False,0.7
resource_role_relation_256,detailed_54,detailed_2,依赖,0.6,部落首领依赖链籍指标进行工作,False,0.7
resource_role_relation_257,detailed_55,detailed_2,依赖,0.6,天域密探依赖链籍指标进行工作,False,0.7
resource_role_relation_258,detailed_56,detailed_2,依赖,0.6,边防军官依赖链籍指标进行工作,False,0.7
resource_role_relation_259,detailed_57,detailed_2,依赖,0.6,走私头目依赖链籍指标进行工作,False,0.7
resource_role_relation_260,detailed_58,detailed_2,依赖,0.6,边境商人依赖链籍指标进行工作,False,0.7
resource_role_relation_261,detailed_59,detailed_2,依赖,0.6,流民组织依赖链籍指标进行工作,False,0.7
resource_role_relation_262,detailed_12,detailed_3,依赖,0.6,巡链官依赖童生青壮征召进行工作,False,0.7
resource_role_relation_263,detailed_13,detailed_3,依赖,0.6,缚司依赖童生青壮征召进行工作,False,0.7
resource_role_relation_264,detailed_14,detailed_3,依赖,0.6,乡祭/里正依赖童生青壮征召进行工作,False,0.7
resource_role_relation_265,detailed_15,detailed_3,依赖,0.6,被降等的黑籍户依赖童生青壮征召进行工作,False,0.7
resource_role_relation_266,detailed_16,detailed_3,依赖,0.6,税收官依赖童生青壮征召进行工作,False,0.7
resource_role_relation_267,detailed_17,detailed_3,依赖,0.6,链籍官依赖童生青壮征召进行工作,False,0.7
resource_role_relation_268,detailed_18,detailed_3,依赖,0.6,地方领主依赖童生青壮征召进行工作,False,0.7
resource_role_relation_269,detailed_19,detailed_3,依赖,0.6,民兵组织依赖童生青壮征召进行工作,False,0.7
resource_role_relation_270,detailed_32,detailed_3,依赖,0.6,评印院执事依赖童生青壮征召进行工作,False,0.7
resource_role_relation_271,detailed_33,detailed_3,依赖,0.6,链算所监理依赖童生青壮征召进行工作,False,0.7
resource_role_relation_272,detailed_34,detailed_3,依赖,0.6,宗匠依赖童生青壮征召进行工作,False,0.7
resource_role_relation_273,detailed_35,detailed_3,依赖,0.6,公会头人依赖童生青壮征召进行工作,False,0.7
resource_role_relation_274,detailed_36,detailed_3,依赖,0.6,器械师依赖童生青壮征召进行工作,False,0.7
resource_role_relation_275,detailed_37,detailed_3,依赖,0.6,评印官依赖童生青壮征召进行工作,False,0.7
resource_role_relation_276,detailed_38,detailed_3,依赖,0.6,学徒候选人依赖童生青壮征召进行工作,False,0.7
resource_role_relation_277,detailed_39,detailed_3,依赖,0.6,贸易商依赖童生青壮征召进行工作,False,0.7
resource_role_relation_278,detailed_52,detailed_3,依赖,0.6,军镇都尉依赖童生青壮征召进行工作,False,0.7
resource_role_relation_279,detailed_53,detailed_3,依赖,0.6,断链祭司依赖童生青壮征召进行工作,False,0.7
resource_role_relation_280,detailed_54,detailed_3,依赖,0.6,部落首领依赖童生青壮征召进行工作,False,0.7
resource_role_relation_281,detailed_55,detailed_3,依赖,0.6,天域密探依赖童生青壮征召进行工作,False,0.7
resource_role_relation_282,detailed_56,detailed_3,依赖,0.6,边防军官依赖童生青壮征召进行工作,False,0.7
resource_role_relation_283,detailed_57,detailed_3,依赖,0.6,走私头目依赖童生青壮征召进行工作,False,0.7
resource_role_relation_284,detailed_58,detailed_3,依赖,0.6,边境商人依赖童生青壮征召进行工作,False,0.7
resource_role_relation_285,detailed_59,detailed_3,依赖,0.6,流民组织依赖童生青壮征召进行工作,False,0.7
resource_role_relation_286,detailed_12,detailed_4,依赖,0.6,巡链官依赖评印权进行工作,False,0.7
resource_role_relation_287,detailed_13,detailed_4,依赖,0.6,缚司依赖评印权进行工作,False,0.7
resource_role_relation_288,detailed_14,detailed_4,依赖,0.6,乡祭/里正依赖评印权进行工作,False,0.7
resource_role_relation_289,detailed_15,detailed_4,依赖,0.6,被降等的黑籍户依赖评印权进行工作,False,0.7
resource_role_relation_290,detailed_16,detailed_4,依赖,0.6,税收官依赖评印权进行工作,False,0.7
resource_role_relation_291,detailed_17,detailed_4,依赖,0.6,链籍官依赖评印权进行工作,False,0.7
resource_role_relation_292,detailed_18,detailed_4,依赖,0.6,地方领主依赖评印权进行工作,False,0.7
resource_role_relation_293,detailed_19,detailed_4,依赖,0.6,民兵组织依赖评印权进行工作,False,0.7
resource_role_relation_294,detailed_32,detailed_4,依赖,0.6,评印院执事依赖评印权进行工作,False,0.7
resource_role_relation_295,detailed_33,detailed_4,依赖,0.6,链算所监理依赖评印权进行工作,False,0.7
resource_role_relation_296,detailed_34,detailed_4,依赖,0.6,宗匠依赖评印权进行工作,False,0.7
resource_role_relation_297,detailed_35,detailed_4,依赖,0.6,公会头人依赖评印权进行工作,False,0.7
resource_role_relation_298,detailed_36,detailed_4,依赖,0.6,器械师依赖评印权进行工作,False,0.7
resource_role_relation_299,detailed_37,detailed_4,依赖,0.6,评印官依赖评印权进行工作,False,0.7
resource_role_relation_300,detailed_38,detailed_4,依赖,0.6,学徒候选人依赖评印权进行工作,False,0.7
resource_role_relation_301,detailed_39,detailed_4,依赖,0.6,贸易商依赖评印权进行工作,False,0.7
resource_role_relation_302,detailed_52,detailed_4,依赖,0.6,军镇都尉依赖评印权进行工作,False,0.7
resource_role_relation_303,detailed_53,detailed_4,依赖,0.6,断链祭司依赖评印权进行工作,False,0.7
resource_role_relation_304,detailed_54,detailed_4,依赖,0.6,部落首领依赖评印权进行工作,False,0.7
resource_role_relation_305,detailed_55,detailed_4,依赖,0.6,天域密探依赖评印权进行工作,False,0.7
resource_role_relation_306,detailed_56,detailed_4,依赖,0.6,边防军官依赖评印权进行工作,False,0.7
resource_role_relation_307,detailed_57,detailed_4,依赖,0.6,走私头目依赖评印权进行工作,False,0.7
resource_role_relation_308,detailed_58,detailed_4,依赖,0.6,边境商人依赖评印权进行工作,False,0.7
resource_role_relation_309,detailed_59,detailed_4,依赖,0.6,流民组织依赖评印权进行工作,False,0.7
resource_role_relation_310,detailed_12,detailed_5,依赖,0.6,巡链官依赖界核维护承包进行工作,False,0.7
resource_role_relation_311,detailed_13,detailed_5,依赖,0.6,缚司依赖界核维护承包进行工作,False,0.7
resource_role_relation_312,detailed_14,detailed_5,依赖,0.6,乡祭/里正依赖界核维护承包进行工作,False,0.7
resource_role_relation_313,detailed_15,detailed_5,依赖,0.6,被降等的黑籍户依赖界核维护承包进行工作,False,0.7
resource_role_relation_314,detailed_16,detailed_5,依赖,0.6,税收官依赖界核维护承包进行工作,False,0.7
resource_role_relation_315,detailed_17,detailed_5,依赖,0.6,链籍官依赖界核维护承包进行工作,False,0.7
resource_role_relation_316,detailed_18,detailed_5,依赖,0.6,地方领主依赖界核维护承包进行工作,False,0.7
resource_role_relation_317,detailed_19,detailed_5,依赖,0.6,民兵组织依赖界核维护承包进行工作,False,0.7
resource_role_relation_318,detailed_32,detailed_5,依赖,0.6,评印院执事依赖界核维护承包进行工作,False,0.7
resource_role_relation_319,detailed_33,detailed_5,依赖,0.6,链算所监理依赖界核维护承包进行工作,False,0.7
resource_role_relation_320,detailed_34,detailed_5,依赖,0.6,宗匠依赖界核维护承包进行工作,False,0.7
resource_role_relation_321,detailed_35,detailed_5,依赖,0.6,公会头人依赖界核维护承包进行工作,False,0.7
resource_role_relation_322,detailed_36,detailed_5,依赖,0.6,器械师依赖界核维护承包进行工作,False,0.7
resource_role_relation_323,detailed_37,detailed_5,依赖,0.6,评印官依赖界核维护承包进行工作,False,0.7
resource_role_relation_324,detailed_38,detailed_5,依赖,0.6,学徒候选人依赖界核维护承包进行工作,False,0.7
resource_role_relation_325,detailed_39,detailed_5,依赖,0.6,贸易商依赖界核维护承包进行工作,False,0.7
resource_role_relation_326,detailed_52,detailed_5,依赖,0.6,军镇都尉依赖界核维护承包进行工作,False,0.7
resource_role_relation_327,detailed_53,detailed_5,依赖,0.6,断链祭司依赖界核维护承包进行工作,False,0.7
resource_role_relation_328,detailed_54,detailed_5,依赖,0.6,部落首领依赖界核维护承包进行工作,False,0.7
resource_role_relation_329,detailed_55,detailed_5,依赖,0.6,天域密探依赖界核维护承包进行工作,False,0.7
resource_role_relation_330,detailed_56,detailed_5,依赖,0.6,边防军官依赖界核维护承包进行工作,False,0.7
resource_role_relation_331,detailed_57,detailed_5,依赖,0.6,走私头目依赖界核维护承包进行工作,False,0.7
resource_role_relation_332,detailed_58,detailed_5,依赖,0.6,边境商人依赖界核维护承包进行工作,False,0.7
resource_role_relation_333,detailed_59,detailed_5,依赖,0.6,流民组织依赖界核维护承包进行工作,False,0.7
resource_role_relation_334,detailed_12,detailed_20,依赖,0.6,巡链官依赖链算所参数与标准进行工作,False,0.7
resource_role_relation_335,detailed_13,detailed_20,依赖,0.6,缚司依赖链算所参数与标准进行工作,False,0.7
resource_role_relation_336,detailed_14,detailed_20,依赖,0.6,乡祭/里正依赖链算所参数与标准进行工作,False,0.7
resource_role_relation_337,detailed_15,detailed_20,依赖,0.6,被降等的黑籍户依赖链算所参数与标准进行工作,False,0.7
resource_role_relation_338,detailed_16,detailed_20,依赖,0.6,税收官依赖链算所参数与标准进行工作,False,0.7
resource_role_relation_339,detailed_17,detailed_20,依赖,0.6,链籍官依赖链算所参数与标准进行工作,False,0.7
resource_role_relation_340,detailed_18,detailed_20,依赖,0.6,地方领主依赖链算所参数与标准进行工作,False,0.7
resource_role_relation_341,detailed_19,detailed_20,依赖,0.6,民兵组织依赖链算所参数与标准进行工作,False,0.7
resource_role_relation_342,detailed_32,detailed_20,依赖,0.6,评印院执事依赖链算所参数与标准进行工作,False,0.7
resource_role_relation_343,detailed_33,detailed_20,依赖,0.6,链算所监理依赖链算所参数与标准进行工作,False,0.7
resource_role_relation_344,detailed_34,detailed_20,依赖,0.6,宗匠依赖链算所参数与标准进行工作,False,0.7
resource_role_relation_345,detailed_35,detailed_20,依赖,0.6,公会头人依赖链算所参数与标准进行工作,False,0.7
resource_role_relation_346,detailed_36,detailed_20,依赖,0.6,器械师依赖链算所参数与标准进行工作,False,0.7
resource_role_relation_347,detailed_37,detailed_20,依赖,0.6,评印官依赖链算所参数与标准进行工作,False,0.7
resource_role_relation_348,detailed_38,detailed_20,依赖,0.6,学徒候选人依赖链算所参数与标准进行工作,False,0.7
resource_role_relation_349,detailed_39,detailed_20,依赖,0.6,贸易商依赖链算所参数与标准进行工作,False,0.7
resource_role_relation_350,detailed_52,detailed_20,依赖,0.6,军镇都尉依赖链算所参数与标准进行工作,False,0.7
resource_role_relation_351,detailed_53,detailed_20,依赖,0.6,断链祭司依赖链算所参数与标准进行工作,False,0.7
resource_role_relation_352,detailed_54,detailed_20,依赖,0.6,部落首领依赖链算所参数与标准进行工作,False,0.7
resource_role_relation_353,detailed_55,detailed_20,依赖,0.6,天域密探依赖链算所参数与标准进行工作,False,0.7
resource_role_relation_354,detailed_56,detailed_20,依赖,0.6,边防军官依赖链算所参数与标准进行工作,False,0.7
resource_role_relation_355,detailed_57,detailed_20,依赖,0.6,走私头目依赖链算所参数与标准进行工作,False,0.7
resource_role_relation_356,detailed_58,detailed_20,依赖,0.6,边境商人依赖链算所参数与标准进行工作,False,0.7
resource_role_relation_357,detailed_59,detailed_20,依赖,0.6,流民组织依赖链算所参数与标准进行工作,False,0.7
resource_role_relation_358,detailed_12,detailed_21,依赖,0.6,巡链官依赖学徒供给进行工作,False,0.7
resource_role_relation_359,detailed_13,detailed_21,依赖,0.6,缚司依赖学徒供给进行工作,False,0.7
resource_role_relation_360,detailed_14,detailed_21,依赖,0.6,乡祭/里正依赖学徒供给进行工作,False,0.7
resource_role_relation_361,detailed_15,detailed_21,依赖,0.6,被降等的黑籍户依赖学徒供给进行工作,False,0.7
resource_role_relation_362,detailed_16,detailed_21,依赖,0.6,税收官依赖学徒供给进行工作,False,0.7
resource_role_relation_363,detailed_17,detailed_21,依赖,0.6,链籍官依赖学徒供给进行工作,False,0.7
resource_role_relation_364,detailed_18,detailed_21,依赖,0.6,地方领主依赖学徒供给进行工作,False,0.7
resource_role_relation_365,detailed_19,detailed_21,依赖,0.6,民兵组织依赖学徒供给进行工作,False,0.7
resource_role_relation_366,detailed_32,detailed_21,依赖,0.6,评印院执事依赖学徒供给进行工作,False,0.7
resource_role_relation_367,detailed_33,detailed_21,依赖,0.6,链算所监理依赖学徒供给进行工作,False,0.7
resource_role_relation_368,detailed_34,detailed_21,依赖,0.6,宗匠依赖学徒供给进行工作,False,0.7
resource_role_relation_369,detailed_35,detailed_21,依赖,0.6,公会头人依赖学徒供给进行工作,False,0.7
resource_role_relation_370,detailed_36,detailed_21,依赖,0.6,器械师依赖学徒供给进行工作,False,0.7
resource_role_relation_371,detailed_37,detailed_21,依赖,0.6,评印官依赖学徒供给进行工作,False,0.7
resource_role_relation_372,detailed_38,detailed_21,依赖,0.6,学徒候选人依赖学徒供给进行工作,False,0.7
resource_role_relation_373,detailed_39,detailed_21,依赖,0.6,贸易商依赖学徒供给进行工作,False,0.7
resource_role_relation_374,detailed_52,detailed_21,依赖,0.6,军镇都尉依赖学徒供给进行工作,False,0.7
resource_role_relation_375,detailed_53,detailed_21,依赖,0.6,断链祭司依赖学徒供给进行工作,False,0.7
resource_role_relation_376,detailed_54,detailed_21,依赖,0.6,部落首领依赖学徒供给进行工作,False,0.7
resource_role_relation_377,detailed_55,detailed_21,依赖,0.6,天域密探依赖学徒供给进行工作,False,0.7
resource_role_relation_378,detailed_56,detailed_21,依赖,0.6,边防军官依赖学徒供给进行工作,False,0.7
resource_role_relation_379,detailed_57,detailed_21,依赖,0.6,走私头目依赖学徒供给进行工作,False,0.7
resource_role_relation_380,detailed_58,detailed_21,依赖,0.6,边境商人依赖学徒供给进行工作,False,0.7
resource_role_relation_381,detailed_59,detailed_21,依赖,0.6,流民组织依赖学徒供给进行工作,False,0.7
resource_role_relation_382,detailed_12,detailed_22,依赖,0.6,巡链官依赖低端代工进行工作,False,0.7
resource_role_relation_383,detailed_13,detailed_22,依赖,0.6,缚司依赖低端代工进行工作,False,0.7
resource_role_relation_384,detailed_14,detailed_22,依赖,0.6,乡祭/里正依赖低端代工进行工作,False,0.7
resource_role_relation_385,detailed_15,detailed_22,依赖,0.6,被降等的黑籍户依赖低端代工进行工作,False,0.7
resource_role_relation_386,detailed_16,detailed_22,依赖,0.6,税收官依赖低端代工进行工作,False,0.7
resource_role_relation_387,detailed_17,detailed_22,依赖,0.6,链籍官依赖低端代工进行工作,False,0.7
resource_role_relation_388,detailed_18,detailed_22,依赖,0.6,地方领主依赖低端代工进行工作,False,0.7
resource_role_relation_389,detailed_19,detailed_22,依赖,0.6,民兵组织依赖低端代工进行工作,False,0.7
resource_role_relation_390,detailed_32,detailed_22,依赖,0.6,评印院执事依赖低端代工进行工作,False,0.7
